subject_id,config,agent_type,level,agent_model_name,episode_start_time,episode_end_time,episode_duration_seconds,final_targets_identified,final_threats_identified,total_detections,total_timesteps,all_targets_identified,all_threats_identified,mission_success
28,P1,P,1,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-07T16:00:22.079968,2025-08-07T16:01:40.623552,78.543584,15,2,0,478,True,False,False
28,P4,P,4,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-07T16:01:44.094183,2025-08-07T16:02:46.160004,62.065821,15,2,0,371,True,False,False
28,A1,A,1,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-07T16:02:48.207004,2025-08-07T16:03:50.056689,61.849685,15,2,0,367,True,False,False
28,B1,B,1,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-07T16:04:07.331014,2025-08-07T16:05:06.794974,59.46396,15,2,0,351,True,False,False
28,C1,C,1,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-07T16:05:39.699171,2025-08-07T16:06:26.118400,46.419229,15,2,0,270,True,False,False
28,A3,A,3,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-07T16:06:39.226463,2025-08-07T16:07:39.910631,60.684168,15,2,0,358,True,False,False
28,S3,S,3,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-07T16:08:03.066503,2025-08-07T16:09:07.707963,64.64146,15,2,0,388,True,False,False
28,S7,S,7,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-07T16:09:09.480500,2025-08-07T16:10:11.638504,62.158004,15,2,0,373,True,False,False
28,B3,B,3,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-07T16:10:11.885505,2025-08-07T16:10:58.938500,47.052995,15,2,0,274,True,False,False
28,C3,C,3,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-07T16:11:07.884132,2025-08-07T16:11:43.808010,35.923878,15,2,0,204,True,False,False
28,A4,A,4,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-07T16:11:55.585514,2025-08-07T16:12:41.108909,45.523395,15,2,0,264,True,False,False
28,B4,B,4,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-07T16:12:52.054016,2025-08-07T16:13:37.560502,45.506486,15,3,0,261,True,False,False
28,C5,C,5,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-07T16:13:56.656002,2025-08-07T16:14:52.901004,56.245002,15,2,0,331,True,False,False
28,A5,A,5,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-07T16:15:08.170514,2025-08-07T16:16:10.938331,62.767817,15,3,0,369,True,False,False
28,B5,B,5,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-07T16:16:15.901188,2025-08-07T16:17:19.946004,64.044816,15,2,0,380,True,False,False
28,C7,C,7,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-07T16:17:31.559655,2025-08-07T16:18:07.677080,36.117425,15,2,0,205,True,False,False
28,A7,A,7,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-07T16:18:09.641006,2025-08-07T16:19:06.631560,56.990554,15,2,0,336,True,False,False
28,B7,B,7,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-07T16:19:15.247509,2025-08-07T16:19:59.457015,44.209506,15,2,0,257,True,False,False
