subject_id,config,agent_type,level,agent_model_name,episode_start_time,episode_end_time,episode_duration_seconds,final_targets_identified,final_threats_identified,total_detections,total_timesteps,all_targets_identified,all_threats_identified,mission_success
9,P1,P,1,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-05T10:34:56.200164,2025-08-05T10:36:12.723464,76.5233,15,4,0,472,False,True,False
9,P4,P,4,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-05T10:36:19.518467,2025-08-05T10:37:15.949169,56.430702,15,2,0,347,True,False,False
9,B1,B,1,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T10:37:21.327165,2025-08-05T10:38:19.534904,58.207739,15,3,0,355,True,False,False
9,A1,A,1,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T10:38:44.467561,2025-08-05T10:39:56.457298,71.989737,15,4,0,437,False,True,False
9,C1,C,1,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-05T10:40:41.037665,2025-08-05T10:41:31.120409,50.082744,15,4,0,294,False,True,False
9,B3,B,3,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T10:41:57.718179,2025-08-05T10:43:05.819556,68.101377,15,4,0,410,False,True,False
9,S3,S,3,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-05T10:43:32.038168,2025-08-05T10:44:45.767177,73.729009,15,4,0,450,False,True,False
9,S7,S,7,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-05T10:44:48.063189,2025-08-05T10:45:56.972298,68.909109,15,4,0,408,False,True,False
9,A3,A,3,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T10:45:57.370670,2025-08-05T10:46:54.270403,56.899733,15,3,0,340,True,False,False
9,C3,C,3,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-05T10:47:16.183132,2025-08-05T10:47:53.986806,37.803674,15,2,0,223,True,False,False
9,B4,B,4,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T10:48:11.634665,2025-08-05T10:48:55.213936,43.579271,15,4,0,249,False,True,False
9,A4,A,4,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T10:48:57.246180,2025-08-05T10:49:47.141397,49.895217,15,4,0,284,False,True,False
9,C5,C,5,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-05T10:50:15.038128,2025-08-05T10:50:57.357048,42.31892,15,2,0,250,True,False,False
9,B5,B,5,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T10:51:11.467667,2025-08-05T10:52:10.471084,59.003417,15,2,0,358,True,False,False
9,A5,A,5,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T10:52:28.577806,2025-08-05T10:53:31.137002,62.559196,15,3,0,379,True,False,False
9,C7,C,7,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-05T10:53:33.268123,2025-08-05T10:54:13.906167,40.638044,15,3,0,234,True,False,False
9,B7,B,7,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T10:54:15.707158,2025-08-05T10:55:02.102335,46.395177,15,3,0,269,True,False,False
9,A7,A,7,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T10:55:15.857677,2025-08-05T10:56:27.239560,71.381883,15,4,0,431,False,True,False
