subject_id,config,agent_type,level,agent_model_name,episode_start_time,episode_end_time,episode_duration_seconds,final_targets_identified,final_threats_identified,total_detections,total_timesteps,all_targets_identified,all_threats_identified,mission_success
4,P1,P,1,./user_study/saved_agents/bad_practice_agent_model.zip,2025-07-31T11:35:24.653441,2025-07-31T11:36:43.073446,78.420005,10,2,0,486,False,False,False
4,P1,P,1,./user_study/saved_agents/bad_practice_agent_model.zip,2025-07-31T11:36:48.382442,2025-07-31T11:37:58.774442,70.392,15,2,0,437,True,False,False
4,A1,A,1,./user_study/saved_agents/M1S_index_strategyresumed_model.zip,2025-07-31T11:38:21.429423,2025-07-31T11:39:26.918282,65.488859,15,2,0,410,True,False,False
4,B1,B,1,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T11:39:57.648352,2025-07-31T11:40:43.583442,45.93509,15,2,0,280,True,False,False
4,C7,C,7,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T11:41:48.858900,2025-07-31T11:42:24.988037,36.129137,15,2,0,216,True,False,False
4,B2,B,2,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T11:42:28.953447,2025-07-31T11:43:15.380333,46.426886,15,2,0,282,True,False,False
4,A2,A,2,./user_study/saved_agents/M1S_index_strategyresumed_model.zip,2025-07-31T11:43:19.841885,2025-07-31T11:44:16.219946,56.378061,15,2,0,347,True,False,False
4,C5,C,5,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T11:45:17.826801,2025-07-31T11:45:58.059945,40.233144,15,2,0,242,True,False,False
4,A3,A,3,./user_study/saved_agents/M1S_index_strategyresumed_model.zip,2025-07-31T11:46:39.399943,2025-07-31T11:47:15.581173,36.18123,15,2,0,216,True,False,False
4,B3,B,3,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T11:47:18.711888,2025-07-31T11:48:04.788323,46.076435,15,2,0,281,True,False,False
4,C1,C,1,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T11:48:46.629445,2025-07-31T11:49:42.685573,56.056128,15,2,0,345,True,False,False
4,B4,B,4,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T11:49:44.984946,2025-07-31T11:50:20.599126,35.61418,15,2,0,211,True,False,False
4,A4,A,4,./user_study/saved_agents/M1S_index_strategyresumed_model.zip,2025-07-31T11:50:26.053655,2025-07-31T11:51:14.382955,48.3293,15,2,0,294,True,False,False
4,C6,C,6,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T11:52:07.367930,2025-07-31T11:53:19.147640,71.77971,15,4,0,441,False,True,False
4,A5,A,5,./user_study/saved_agents/M1S_index_strategyresumed_model.zip,2025-07-31T11:53:46.368368,2025-07-31T11:55:04.813588,78.44522,15,1,0,486,False,False,False
4,B5,B,5,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T11:55:09.615899,2025-07-31T11:55:49.530445,39.914546,15,2,0,240,True,False,False
4,C3,C,3,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T11:56:21.321445,2025-07-31T11:57:03.818184,42.496739,15,2,0,258,True,False,False
4,B6,B,6,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T11:58:15.055946,2025-07-31T11:59:15.460189,60.404243,15,2,0,373,True,False,False
4,A6,A,6,./user_study/saved_agents/M1S_index_strategyresumed_model.zip,2025-07-31T11:59:18.091742,2025-07-31T12:00:03.324772,45.23303,15,2,0,275,True,False,False
4,C2,C,2,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T12:00:21.244281,2025-07-31T12:01:13.998444,52.754163,15,3,0,325,True,False,False
4,A7,A,7,./user_study/saved_agents/M1S_index_strategyresumed_model.zip,2025-07-31T12:01:53.853571,2025-07-31T12:02:32.884100,39.030529,15,2,0,234,True,False,False
4,B7,B,7,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T12:02:35.682948,2025-07-31T12:03:19.915373,44.232425,15,2,0,269,True,False,False
4,C4,C,4,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T12:03:40.832945,2025-07-31T12:04:16.100472,35.267527,15,2,0,210,True,False,False
