subject_id,config,agent_type,level,agent_model_name,episode_start_time,episode_end_time,episode_duration_seconds,final_targets_identified,final_threats_identified,total_detections,total_timesteps,all_targets_identified,all_threats_identified,mission_success
5,P1,P,1,./user_study/saved_agents/bad_practice_agent_model.zip,2025-07-31T12:39:59.094953,2025-07-31T12:41:17.264691,78.169738,9,2,0,486,False,False,False
5,P1,P,1,./user_study/saved_agents/bad_practice_agent_model.zip,2025-07-31T12:41:20.574446,2025-07-31T12:42:39.411716,78.83727,14,4,0,486,False,True,False
5,B1,B,1,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T12:42:41.984000,2025-07-31T12:43:30.300747,48.316747,15,3,0,289,True,False,False
5,A1,A,1,./user_study/saved_agents/M1S_indexstrategy_model.zip,2025-07-31T12:44:00.057853,2025-07-31T12:45:03.174446,63.116593,15,4,0,384,False,True,False
5,C7,C,7,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T12:45:35.311954,2025-07-31T12:46:16.877447,41.565493,15,2,0,250,True,False,False
5,B3,B,3,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T12:46:19.604391,2025-07-31T12:46:53.446143,33.841752,15,3,0,200,True,False,False
5,A3,A,3,./user_study/saved_agents/M1S_indexstrategy_model.zip,2025-07-31T12:47:30.999942,2025-07-31T12:48:03.973158,32.973216,15,2,0,193,True,False,False
5,C1,C,1,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T12:48:05.941456,2025-07-31T12:49:10.190468,64.249012,15,4,0,386,False,True,False
5,B4,B,4,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T12:49:30.420957,2025-07-31T12:50:21.495954,51.074997,15,3,0,311,True,False,False
5,A4,A,4,./user_study/saved_agents/M1S_indexstrategy_model.zip,2025-07-31T12:50:23.298324,2025-07-31T12:51:13.768301,50.469977,15,2,0,306,True,False,False
5,C5,C,5,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T12:51:34.692457,2025-07-31T12:52:17.542446,42.849989,15,2,0,257,True,False,False
5,B5,B,5,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T12:52:38.850944,2025-07-31T12:53:14.298706,35.447762,15,2,0,212,True,False,False
5,A5,A,5,./user_study/saved_agents/M1S_indexstrategy_model.zip,2025-07-31T12:53:34.800442,2025-07-31T12:54:36.233946,61.433504,15,3,0,380,True,False,False
5,C3,C,3,./user_study/saved_agents/M1S_indexmixed50_model.zip,2025-07-31T12:54:44.694683,2025-07-31T12:55:26.902445,42.207762,15,2,0,247,True,False,False
5,B7,B,7,./user_study/saved_agents/M1S_indexselfplay_model.zip,2025-07-31T12:55:59.602946,2025-07-31T12:56:44.356132,44.753186,15,2,0,270,True,False,False
5,A7,A,7,./user_study/saved_agents/M1S_indexstrategy_model.zip,2025-07-31T12:56:58.771891,2025-07-31T12:57:40.235256,41.463365,15,3,0,251,True,False,False
