subject_id,config,agent_type,level,agent_model_name,episode_start_time,episode_end_time,episode_duration_seconds,final_targets_identified,final_threats_identified,total_detections,total_timesteps,all_targets_identified,all_threats_identified,mission_success
15,P1,P,1,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-05T16:04:38.621666,2025-08-05T16:05:55.419843,76.798177,3,0,0,486,False,False,False
15,P4,P,4,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-05T16:06:23.676173,2025-08-05T16:07:41.817415,78.141242,9,2,0,486,False,False,False
15,B1,B,1,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T16:07:44.695678,2025-08-05T16:08:45.535911,60.840233,15,2,0,379,True,False,False
15,A1,A,1,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T16:09:11.809763,2025-08-05T16:10:15.647261,63.837498,15,2,0,402,True,False,False
15,C1,C,1,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-05T16:11:10.367669,2025-08-05T16:12:16.716842,66.349173,15,2,0,416,True,False,False
15,B3,B,3,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T16:13:13.921093,2025-08-05T16:14:24.933556,71.012463,15,2,0,449,True,False,False
15,S3,S,3,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-05T16:15:25.528176,2025-08-05T16:16:42.402177,76.874001,8,2,0,486,False,False,False
15,S7,S,7,./user_study/saved_agents/bad_practice_agent_model.zip,2025-08-05T16:16:45.362665,2025-08-05T16:18:03.180897,77.818232,14,2,0,486,False,False,False
15,A3,A,3,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T16:18:03.468141,2025-08-05T16:19:06.334168,62.866027,15,3,0,389,True,False,False
15,C3,C,3,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-05T16:19:24.615730,2025-08-05T16:20:11.427164,46.811434,15,2,0,287,True,False,False
15,B4,B,4,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T16:21:21.929883,2025-08-05T16:22:41.356167,79.426284,12,2,0,486,False,False,False
15,A4,A,4,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T16:22:44.660167,2025-08-05T16:23:58.539471,73.879304,15,2,0,461,True,False,False
15,C5,C,5,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-05T16:24:35.779937,2025-08-05T16:25:38.857388,63.077451,15,2,0,392,True,False,False
15,B5,B,5,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T16:25:52.136668,2025-08-05T16:27:11.390593,79.253925,14,2,0,486,False,False,False
15,A5,A,5,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T16:27:34.817168,2025-08-05T16:28:33.711961,58.894793,15,2,0,365,True,False,False
15,C7,C,7,./user_study/saved_agents/aug2b_mixed75_35e5steps_model.zip,2025-08-05T16:28:36.674670,2025-08-05T16:29:26.869669,50.194999,15,2,0,308,True,False,False
15,B7,B,7,./user_study/saved_agents/aug2b_baseline_model.zip,2025-08-05T16:29:29.333668,2025-08-05T16:30:23.578027,54.244359,15,2,0,335,True,False,False
15,A7,A,7,./user_study/saved_agents/aug2b_finetuned_model.zip,2025-08-05T16:30:35.858677,2025-08-05T16:31:21.330070,45.471393,15,2,0,278,True,False,False
