Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:1100(WithExitFunctionVariable)
        1    0.000    0.000    0.000    0.000 functions.py:327(UserMethodVariable)
        1    0.000    0.000    0.000    0.000 functions.py:790(CollectiveFunctionRewriteVariable)
        1    0.000    0.000    0.000    0.000 functions.py:869(FunctoolsPartialVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:643(DeterministicAlgorithmsVariable)
        1    0.000    0.000    0.000    0.000 fake_pg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metadata.py:9(ShardMetadata)
        2    0.000    0.000    0.000    0.000 api.py:125(custom_sharding_spec_op)
        1    0.000    0.000    0.000    0.000 checkpoint.py:815(_CheckpointFrame)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1099(_checkpoint_hook)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1165(_VersionWrapper)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1200(SelectiveCheckpointContext)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1226(CheckpointPolicy)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1270(_CachingTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1300(_CachedTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 functional_utils.py:331(FunctionalTensorMetadataEq)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:86(LoggingTensorMode)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:142(GatherTraceback)
        1    0.000    0.000    0.000    0.000 types.py:78(ProfilerStartHook)
        1    0.000    0.000    0.000    0.000 types.py:87(ProfilerEndHook)
        1    0.000    0.000    0.000    0.000 registry.py:16(CompiledFn)
        1    0.000    0.000    0.000    0.000 hooks.py:9(Hooks)
        1    0.000    0.000    0.000    0.000 types.py:66(DynamoGuardHook)
        1    0.000    0.000    0.000    0.000 constant.py:211(EnumVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:383(CatchWarningsCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 device_interface.py:127(DeviceGuard)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:737(AutocastModeVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:819(StreamContextVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:883(PreserveVersionContextVariable)
        1    0.000    0.000    0.000    0.000 device_interface.py:162(Worker)
        1    0.000    0.000    0.000    0.000 device_interface.py:233(Worker)
        1    0.000    0.000    0.000    0.000 functions.py:98(BaseUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 functions.py:730(WrapperUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 functions.py:1105(TritonKernelVariable)
        2    0.000    0.000    0.000    0.000 contract.py:13(generate_state_key)
        1    0.000    0.000    0.000    0.000 _flat_param.py:136(ParamInfo)
        1    0.000    0.000    0.000    0.000 replay_record.py:47(ExecutionRecorder)
        3    0.000    0.000    0.000    0.000 device_interface.py:23(__new__)
        1    0.000    0.000    0.428    0.428 _conv_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _op_schema.py:213(OpSchema)
        1    0.000    0.000    0.000    0.000 functions.py:130(UserFunctionVariable)
        1    0.000    0.000    0.000    0.000 device_interface.py:42(device)
        1    0.000    0.000    0.000    0.000 device_interface.py:22(DeviceInterfaceMeta)
        1    0.000    0.000    0.000    0.000 _flat_param.py:199(_FlatParameterMeta)
        1    0.000    0.000    0.000    0.000 _common_utils.py:118(_FSDPState)
        1    0.000    0.000    0.000    0.000 api.py:229(CPUOffload)
        1    0.000    0.000    0.000    0.000 api.py:274(StateDictConfig)
        1    0.000    0.000    0.000    0.000 api.py:291(FullStateDictConfig)
        1    0.000    0.000    0.000    0.000 api.py:333(ShardedStateDictConfig)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:612(TorchFunctionDisableVariable)
        1    0.000    0.000    0.000    0.000 functions.py:447(NestedUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 _flat_param.py:144(SharedParamInfo)
        1    0.000    0.000    0.000    0.000 _flat_param.py:177(FlatParamShardMetadata)
        1    0.000    0.000    0.000    0.000 _common_utils.py:68(_FSDPDeviceHandle)
        1    0.000    0.000    0.000    0.000 checkpoint_wrapper.py:113(CheckpointWrapper)
       37    0.000    0.000    0.002    0.000 op_registry_utils.py:14(_register_op)
        1    0.000    0.000    0.000    0.000 api.py:74(ShardedTensorBase)
        1    0.000    0.000    0.000    0.000 shard.py:10(Shard)
        1    0.000    0.000    0.000    0.000 constant.py:37(ConstantVariable)
        1    0.000    0.000    0.000    0.000 _composable_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:187(GradInplaceRequiresGradCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:268(SetFwdGradEnabledContextManager)
        1    0.000    0.000    0.000    0.000 functions.py:1030(DynamoTritonHOPifier)
        4    0.000    0.000    0.000    0.000 contract.py:29(contract)
        1    0.000    0.000    0.000    0.000 checkpoint_wrapper.py:19(CheckpointImpl)
        1    0.000    0.000    0.000    0.000 _common_utils.py:110(_UninitializedDeviceHandle)
        1    0.000    0.000    0.000    0.000 checkpoint_wrapper.py:104(OffloadWrapper)
        1    0.000    0.000    0.000    0.000 api.py:72(BackwardPrefetch)
        1    0.000    0.000    0.000    0.000 api.py:406(StateDictSettings)
        1    0.000    0.000    0.000    0.000 device_interface.py:46(Worker)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:306(DualLevelContextManager)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:344(GradIncrementNestingCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:414(VmapIncrementNestingCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:512(InferenceModeVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:562(CUDADeviceVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:685(DisabledSavedTensorsHooksVariable)
        1    0.000    0.000    0.000    0.000 _flat_param.py:118(HandleShardingStrategy)
        1    0.000    0.000    0.000    0.000 _flat_param.py:162(_ShardParamInfo)
        1    0.000    0.000    0.000    0.000 _common_utils.py:188(HandleTrainingState)
        1    0.000    0.000    0.000    0.000 api.py:32(ShardingStrategy)
       37    0.000    0.000    0.003    0.000 op_registry_utils.py:29(_decorator_func)
        2    0.000    0.000    0.003    0.002 metadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:796(NullContextVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:980(StreamVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:1053(EventVariable)
        1    0.000    0.000    0.000    0.000 functions.py:391(WrappedUserMethodVariable)
        1    0.000    0.000    0.000    0.000 functions.py:411(WrappedUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 _common_utils.py:178(TrainingState)
        1    0.000    0.000    0.000    0.000 api.py:244(StateDictType)
        1    0.000    0.000    0.000    0.000 functions.py:617(SkipFunctionVariable)
        1    0.000    0.000    0.000    0.000 api.py:140(EnumerableShardingSpec)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binary_cmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _op_schema.py:71(PlacementStrategy)
        1    0.000    0.000    0.001    0.001 _einsum_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:928(PolyfilledFunctionVariable)
        4    0.000    0.000    0.000    0.000 contract.py:71(inner)
        1    0.000    0.000    0.000    0.000 placement_types.py:572(Partial)
        1    0.000    0.000    0.000    0.000 _sharding_prop.py:52(ShardingPropagator)
        1    0.000    0.000    0.000    0.000 functions.py:936(_get_polyfill_handlers)
        1    0.000    0.000    0.000    0.000 contract.py:25(RegistryItem)
        1    0.000    0.000    0.000    0.000 _composable_state.py:6(_State)
        1    0.000    0.000    0.000    0.000 api.py:328(LocalStateDictConfig)
        1    0.000    0.000    0.002    0.002 contract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:111(MixedPrecision)
        1    0.000    0.000    0.000    0.000 chunk_sharding_spec.py:26(ChunkShardingSpec)
        1    0.000    0.000    0.000    0.000 embedding_bag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 placement_types.py:358(_StridedShard)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 checkpoint_wrapper.py:24(ActivationWrapper)
        1    0.000    0.000    0.000    0.000 sharder.py:6(Sharder)
        1    0.000    0.000    0.000    0.000 api.py:10(ShardingPlan)
       35    0.000    0.000    0.000    0.000 __init__.py:482(_sharded_op_impl)
        1    0.000    0.000    0.000    0.000 api.py:35(DevicePlacementSpec)
        1    0.000    0.000    0.000    0.000 misc_ops.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _common.py:41(decorator_sharded_func)
        1    0.000    0.000    0.001    0.001 metadata.py:16(TensorProperties)
        1    0.000    0.000    0.000    0.000 api.py:51(ShardingSpec)
        1    0.000    0.000    0.000    0.000 metadata.py:83(ShardedTensorMetadata)
        1    0.000    0.000    0.000    0.000 _functional_collectives.py:780(_FromTorchTensor)
        5    0.000    0.000    0.000    0.000 utils.py:35(wrapper)
        1    0.000    0.000    0.000    0.000 api.py:352(OptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 api.py:370(FullOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 api.py:382(LocalOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 api.py:387(ShardedOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 metadata.py:10(MEM_FORMAT_ENCODING)
        1    0.000    0.000    0.000    0.000 fake_pg.py:10(FakeStore)
        1    0.000    0.000    0.000    0.000 api.py:27(PlacementSpec)
        1    0.000    0.000    0.003    0.003 op_registry_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common_op_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:1206(ProcessGroupState)
        1    0.000    0.000    0.000    0.000 placement_types.py:23(Placement)
        1    0.000    0.000    0.003    0.003 embedding.py:1(<module>)
       14    0.000    0.000    0.001    0.000 common_op_utils.py:51(_register_default_op)
        1    0.000    0.000    0.000    0.000 functional.py:226(_Broadcast)
        1    0.000    0.000    0.000    0.000 functional.py:246(_Gather)
        1    0.000    0.000    0.000    0.000 functional.py:271(_Scatter)
        1    0.000    0.000    0.000    0.000 functional.py:289(_Reduce)
        1    0.000    0.000    0.000    0.000 functional.py:303(_Reduce_Scatter)
        1    0.000    0.000    0.000    0.000 functional.py:318(_AllGather)
        1    0.000    0.000    0.000    0.000 functional.py:347(_AllGatherBase)
        1    0.000    0.000    0.000    0.000 functional.py:374(_AlltoAll)
        1    0.000    0.000    0.000    0.000 functional.py:409(_AlltoAllSingle)
        1    0.000    0.000    0.000    0.000 functional.py:441(_AllReduce)
        6    0.000    0.000    0.000    0.000 init.py:126(register_tensor_creation_op)
        1    0.000    0.000    0.294    0.294 _dtensor_spec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 placement_types.py:527(Replicate)
        1    0.000    0.000    0.000    0.000 _op_schema.py:443(OpInfo)
        4    0.000    0.000    0.000    0.000 _common.py:12(_sharded_op_common)
        1    0.000    0.000    0.001    0.001 shard.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _common.py:62(_register_sharded_op_on_local_shards)
        1    0.000    0.000    0.000    0.000 api.py:70(ShardingPlanner)
        1    0.000    0.000    0.000    0.000 _dtensor_spec.py:14(TensorMeta)
        1    0.000    0.000    0.000    0.000 _collective_utils.py:232(MeshTopoInfo)
        1    0.000    0.000    0.000    0.000 _op_schema.py:128(OpStrategy)
        1    0.000    0.000    0.000    0.000 _functional_collectives.py:560(AsyncCollectiveTensor)
        1    0.000    0.000    0.000    0.000 _experimental_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrap.py:187(ModuleWrapPolicy)
        1    0.000    0.000    0.000    0.000 sharder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _op_schema.py:192(RuntimeSchemaInfo)
        1    0.000    0.000    0.000    0.000 _redistribute.py:274(Redistribute)
        7    0.000    0.000    0.000    0.000 _sharding_prop.py:81(register_sharding_prop_rule)
      527    0.001    0.000    0.001    0.000 _sharding_prop.py:94(register_op_strategy)
        1    0.000    0.000    0.000    0.000 _random.py:156(OffsetBasedRNGTracker)
        1    0.000    0.000    0.000    0.000 device_mesh.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sharding_prop.py:42(__init__)
        1    0.000    0.000    0.000    0.000 _sharding_prop.py:41(LocalLRUCache)
        1    0.000    0.000    0.000    0.000 _math_ops.py:47(NormReduction)
        1    0.000    0.000    0.000    0.000 _view_ops.py:44(DimSpec)
        1    0.000    0.000    0.000    0.000 _op_schema.py:169(TupleStrategy)
        1    0.000    0.000    0.000    0.000 _op_schema.py:426(OutputSharding)
        1    0.000    0.000    0.000    0.000 _redistribute.py:23(_TransformInfo)
        1    0.000    0.000    0.000    0.000 _op_schema.py:121(StrategyType)
      472    0.000    0.000    0.000    0.000 utils.py:46(register_op_strategy)
        5    0.000    0.000    0.000    0.000 utils.py:31(register_prop_rule)
        1    0.000    0.000    0.000    0.000 _math_ops.py:41(Reduction)
        1    0.000    0.000    0.000    0.000 _api.py:71(_ToTorchTensor)
        1    0.000    0.000    0.000    0.000 _view_ops.py:68(Broadcast)
        1    0.000    0.000    0.000    0.000 _view_ops.py:94(Repeat)
        1    0.000    0.000    0.000    0.000 _view_ops.py:115(Flatten)
        1    0.000    0.000    0.000    0.000 default_hooks.py:9(DefaultState)
        1    0.000    0.000    0.000    0.000 _dynamo_utils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _sharding_prop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _random.py:342(TensorParallelRNGTracker)
        1    0.000    0.000    0.000    0.000 _view_ops.py:136(Split)
       12    0.000    0.000    0.000    0.000 _view_ops.py:587(register_op_strategy_map)
        1    0.000    0.000    0.000    0.000 _random.py:102(_RNGStateTracker)
        1    0.000    0.000    0.001    0.001 _exec_order_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 style.py:282(SequenceParallel)
        1    0.000    0.000    0.001    0.001 _debug_utils.py:22(SimpleProfiler)
        1    0.000    0.000    0.000    0.000 _api.py:119(_FromTorchTensor)
        1    0.000    0.000    0.000    0.000 _einsum_strategy.py:16(EinsumDims)
        1    0.000    0.000    0.000    0.000 wrap.py:135(_Policy)
        1    0.000    0.000    0.000    0.000 _view_ops.py:56(Singleton)
        1    0.000    0.000    0.000    0.000 _view_ops.py:61(InputDim)
        1    0.000    0.000    0.000    0.000 _common_rules.py:1(<module>)
        1    0.000    0.000    0.001    0.001 style.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _view_ops.py:83(NewDim)
        1    0.000    0.000    0.000    0.000 default_hooks.py:46(LowPrecisionState)
        1    0.000    0.000    0.000    0.000 _exec_order_utils.py:15(_ExecOrderWarnStatus)
        1    0.000    0.000    0.000    0.000 _limiter_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fully_sharded_data_parallel.py:120(OptimStateKeyType)
        1    0.000    0.000    0.000    0.000 _runtime_utils.py:53(_PrefetchMode)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:43(FSDPCommContext)
        1    0.000    0.000    0.000    0.000 wrap.py:569(_ConfigAutoWrap)
        1    0.000    0.000    0.000    0.000 style.py:43(ColwiseParallel)
        1    0.000    0.000    0.000    0.000 style.py:161(RowwiseParallel)
        1    0.000    0.000    0.000    0.000 _optim_utils.py:80(_ConsolidatedOptimState)
        1    0.000    0.000    0.000    0.000 _limiter_utils.py:7(_FreeEventQueue)
        1    0.000    0.000    0.000    0.000 style.py:532(PrepareModuleOutput)
        1    0.000    0.000    0.002    0.002 _fsdp_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:63(CPUOffloadPolicy)
        1    0.000    0.000    0.000    0.000 _traversal_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _debug_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _artifact_location.py:12(ArtifactLocation)
        1    0.000    0.000    0.000    0.000 _message.py:12(Message)
        1    0.000    0.000    0.000    0.000 _attachment.py:18(Attachment)
        1    0.000    0.000    0.000    0.000 _physical_location.py:17(PhysicalLocation)
        1    0.000    0.000    0.000    0.000 style.py:30(ParallelStyle)
        1    0.000    0.000    0.000    0.000 _optim_utils.py:1302(StateInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:91(ReduceScatterState)
        1    0.000    0.000    0.000    0.000 style.py:377(PrepareModuleInput)
        1    0.000    0.000    0.000    0.000 wrap.py:224(CustomPolicy)
        1    0.000    0.000    0.000    0.000 _data_parallel_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fsdp_param.py:137(ShardedState)
        1    0.000    0.000    0.000    0.000 _optim_utils.py:66(FSDPParamInfo)
        1    0.000    0.000    0.000    0.000 _optim_utils.py:106(_PosDimTensorInfo)
        1    0.000    0.000    0.000    0.000 _state_dict_utils.py:494(_TensorInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:17(DataParallelMeshInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:59(TrainingState)
        2    0.000    0.000    0.000    0.000 _fsdp_state.py:62(disable_if_config_true)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:86(AllGatherState)
        1    0.000    0.000    0.000    0.000 _fsdp_param.py:171(ExtensionsData)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:49(__post_init__)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:604(RegisterPostBackwardFunction)
        1    0.000    0.000    0.000    0.000 fully_shard.py:165(FSDPModule)
        1    0.000    0.000    0.000    0.000 compiled_autograd.py:61(AutogradCompilerInstance)
        1    0.000    0.000    0.000    0.000 _optim_utils.py:122(_OptimStateKey)
        1    0.000    0.000    0.000    0.000 _debug_utils.py:23(Type)
        1    0.000    0.000    0.000    0.000 replicate.py:152(DDP)
        1    0.000    0.000    0.000    0.000 fully_shard.py:381(UnshardHandle)
        1    0.000    0.000    0.006    0.006 triton_kernel_wrap.py:525(__init__)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:524(TritonKernelWrapperMutation)
        1    0.000    0.000    4.256    4.256 triton_kernel_wrap.py:542(__init__)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:541(TritonKernelWrapperFunctional)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:971(TracingTritonHOPifier)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:1016(TraceableTritonKernelWrapper)
        1    0.000    0.000    0.000    0.000 _state_dict_utils.py:81(CompanionMismatch)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:58(OffloadPolicy)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:8(MixedPrecisionPolicy)
        1    0.000    0.000    0.000    0.000 _fsdp_param.py:155(ParamModuleInfo)
        1    0.000    0.000    0.000    0.000 dicts.py:591(DictView)
        1    0.000    0.000    0.000    0.000 lists.py:817(ListIteratorVariable)
        1    0.000    0.000    0.000    0.000 iter.py:321(ZipVariable)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:30(FSDPMeshInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:41(DDPMeshInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:52(HSDPMeshInfo)
        1    0.000    0.000    0.000    0.000 _fsdp_state.py:43(FSDPStateContext)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:410(reset)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:89(Param)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:396(MemoizeWithCycleCheck)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:94(Intermediate)
        1    0.000    0.000    0.000    0.000 _fsdp_collectives.py:18(AllGatherResult)
        1    0.000    0.000    0.000    0.000 dicts.py:62(ConstDictVariable)
        1    0.000    0.000    0.000    0.000 create_parameter_op.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dicts.py:969(PythonSysModulesVariable)
        1    0.000    0.000    0.000    0.000 lists.py:154(RangeVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1060(SymNodeVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1256(UnspecializedPythonVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1284(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1332(UntypedStorageVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:111(UserDefinedClassVariable)
        1    0.000    0.000    0.001    0.001 iter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:102(Op)
        1    0.000    0.000    0.000    0.000 dicts.py:544(FrozensetVariable)
        1    0.000    0.000    0.000    0.000 lists.py:395(ListVariable)
        1    0.000    0.000    0.000    0.000 lists.py:527(TupleVariable)
        1    0.000    0.000    0.000    0.000 lists.py:709(NamedTupleVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:303(BackwardHookVariable)
        1    0.000    0.000    0.000    0.000 fake_tensor_prop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multiformat_message_string.py:12(MultiformatMessageString)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:760(TritonHOPifier)
        1    0.000    0.000    0.000    0.000 user_defined.py:1215(FrozenDataClassVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1287(WeakRefVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1342(RemovableHandleVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1381(MutableMappingVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:68(_HashableTracker)
        1    0.000    0.000    0.000    0.000 lists.py:455(DequeVariable)
        1    0.000    0.000    0.000    0.000 lists.py:773(SliceVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:369(DefaultDictVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1144(NumpyNdarrayVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1303(TensorSubclassVariable)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:37(KernelSideTable)
        1    0.000    0.000    0.000    0.000 dicts.py:422(SetVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:722(CustomizedDictVariable)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:179(OrtOperatorSupport)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:564(OrtExecutionInfoPerSession)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:397(__init__)
        1    0.000    0.000    0.000    0.000 user_defined.py:1263(SourcelessGraphModuleVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1313(KeyedJaggedTensorVariable)
        1    0.000    0.000    0.000    0.000 lists.py:314(CommonListMethodsVariable)
        1    0.000    0.000    0.000    0.000 iter.py:223(RepeatIteratorVariable)
        1    0.000    0.000    0.000    0.000 create_parameter_op.py:18(TracableCreateParameter)
        1    0.000    0.000    0.000    0.000 dicts.py:666(DictValues)
        1    0.000    0.000    0.000    0.000 user_defined.py:107(UserDefinedVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:593(NO_SUCH_SUBOBJ)
        1    0.000    0.000    0.000    0.000 user_defined.py:1336(RemovableHandleClass)
        1    0.000    0.000    0.000    0.000 user_defined.py:1394(RandomVariable)
        1    0.000    0.000    0.000    0.000 lists.py:889(RestrictedListSubclassVariable)
        1    0.000    0.000    0.172    0.172 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dicts.py:639(DictKeys)
        1    0.000    0.000    0.000    0.000 dicts.py:930(HFPretrainedConfigVariable)
        1    0.000    0.000    0.000    0.000 iter.py:440(MapVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:564(TorchHigherOrderOperatorVariable)
        1    0.000    0.000    0.002    0.002 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lists.py:39(BaseListVariable)
        1    0.000    0.000    0.000    0.000 lazy.py:35(LazyVariableTracker)
        1    0.000    0.000    0.001    0.001 onnxruntime.py:687(OrtBackendOptions)
        1    0.000    0.000    0.000    0.000 lists.py:885(TupleIteratorVariable)
        1    0.000    0.000    0.000    0.000 lists.py:566(SizeVariable)
      597    0.000    0.000    0.001    0.000 registration.py:160(add)
        1    0.000    0.000    0.000    0.000 _infra.py:232(__post_init__)
        1    0.000    0.000    0.000    0.000 onnx_proto_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iter.py:28(ItertoolsVariable)
        1    0.000    0.000    0.000    0.000 iter.py:196(IteratorVariable)
        1    0.000    0.000    0.000    0.000 iter.py:276(CycleIteratorVariable)
        5    0.000    0.000    0.000    0.000 higher_order_ops.py:48(deco)
        1    0.000    0.000    0.000    0.000 distributed.py:104(PlacementClassVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:823(CallTorchbindHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:854(WhileLoopHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1011(AssociativeScanHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1782(FlexAttentionHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 context.py:80(TorchRefsMode)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iter.py:245(CountIteratorVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:24(DistributedVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:81(WorldMetaClassVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:623(CondHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1131(MapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1301(FunctionalCallVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1454(HintsWrapperHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1563(StrictModeHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1630(CheckpointHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1941(AutogradFunctionApplyVariable)
        1    0.000    0.000    0.002    0.002 _trace_wrapped_higher_order_op.py:52(__init__)
        1    0.000    0.000    0.000    0.000 _trace_wrapped_higher_order_op.py:51(TraceWrapped)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1221(ExecutorchCallDelegateHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1272(FunctorchHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1314(WrapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1381(WrapWithSetGradEnabledHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1528(OutDtypeHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1697(ExportTracepointHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1720(RunWithRNGStateHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1763(TraceWrappedHigherOrderOperatorVariable)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:28(UnsupportedOperatorError)
        1    0.000    0.000    0.000    0.000 errors.py:57(SymbolicValueError)
      597    0.000    0.000    0.000    0.000 registration.py:72(__init__)
