Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      102    0.000    0.000    0.000    0.000 cbook.py:1685(safe_first_element)
     2098    0.005    0.000    0.011    0.000 numerictypes.py:357(issubdtype)
        4    0.000    0.000    0.000    0.000 numeric.py:274(full)
     8160    0.012    0.000    0.028    0.000 fromnumeric.py:1768(ravel)
       51    0.001    0.000    0.012    0.000 function_base.py:5011(meshgrid)
        2    0.000    0.000    0.000    0.000 getlimits.py:307(_get_machar)
       17    0.001    0.000    0.002    0.000 shape_base.py:731(array_split)
       16    0.001    0.000    0.001    0.000 __init__.py:1297(__init__)
 12979239   29.312    0.000   82.258    0.000 fromnumeric.py:71(_wrapreduction)
     3835    0.002    0.000    0.002    0.000 platform.py:896(uname)
       17    0.000    0.000    0.060    0.004 platform.py:1225(platform)
       17    0.000    0.000    0.000    0.000 shape_base.py:1185(tile)
    79924    2.525    0.000    3.238    0.000 shape_base.py:372(stack)
     1581    0.004    0.000    0.004    0.000 getlimits.py:685(__init__)
     4080    0.012    0.000    0.166    0.000 function_base.py:2337(_call_as_normal)
     4080    0.104    0.000    0.239    0.000 linalg.py:994(eigvals)
       63    0.001    0.000    0.017    0.000 arrayprint.py:452(_get_format_function)
  1379/63    0.007    0.000    0.021    0.000 arrayprint.py:789(recurser)
    53297    2.938    0.000    5.721    0.000 _methods.py:135(_var)
       32    0.007    0.000    0.015    0.000 arrayprint.py:934(fillFormat)
  10711/0    0.054    0.000    0.000          artist.py:53(draw_wrapper)
      476    0.005    0.000    0.027    0.000 colorizer.py:91(norm)
       51    0.000    0.000    0.005    0.000 core.py:5760(min)
       51    0.000    0.000    0.004    0.000 core.py:5859(max)
     4080    0.042    0.000    0.154    0.000 function_base.py:2443(_vectorize_call)
      969    0.003    0.000    0.018    0.000 core.py:1704(mask_or)
    12818    0.075    0.000    0.129    0.000 core.py:2952(_update_from)
     2669    0.006    0.000    0.067    0.000 core.py:3127(view)
   523617    0.258    0.000    0.258    0.000 core.py:1283(_replace_dtype_fields_recursive)
       51    0.000    0.000    0.000    0.000 colors.py:892(_set_extremes)
       17    0.000    0.000    1.275    0.075 ImageFile.py:528(_save)
        2    0.000    0.000    0.000    0.000 platform.py:594(_platform)
     2754    0.040    0.000    0.055    0.000 stride_tricks.py:340(_broadcast_to)
     2057    0.006    0.000    0.035    0.000 core.py:3786(filled)
        2    0.000    0.000    0.037    0.018 platform.py:385(_win32_ver)
     1598    0.005    0.000    0.010    0.000 core.py:433(_check_fill_value)
       85    0.001    0.000    0.009    0.000 ticker.py:2116(set_params)
      986    0.008    0.000    0.096    0.000 core.py:1828(masked_where)
        3    0.000    0.000    0.001    0.000 _version.py:55(__init__)
      204    0.003    0.000    0.003    0.000 function_base.py:1324(diff)
     4080    0.042    0.000    0.086    0.000 function_base.py:2374(_get_ufunc_and_otypes)
    10693    0.050    0.000    0.109    0.000 transforms.py:1972(rotate)
     1989    0.002    0.000    0.009    0.000 transforms.py:2301(get_matrix)
       85    0.001    0.000    0.030    0.000 ticker.py:575(set_useMathText)
     1972    0.001    0.000    0.001    0.000 ticker.py:1792(tick_values)
    22814    0.052    0.000    0.141    0.000 colors.py:278(to_rgba)
     1768    0.013    0.000    0.101    0.000 colors.py:2214(process_value)
       20    0.000    0.000    0.000    0.000 platform.py:1047(_sys_version)
     1564    0.004    0.000    0.032    0.000 arraysetops.py:138(unique)
       85    0.001    0.000    0.051    0.001 scale.py:120(set_default_locators_and_formatters)
      527    0.030    0.000    0.066    0.000 arraysetops.py:524(in1d)
     1819    0.013    0.000    0.101    0.000 core.py:3071(__array_wrap__)
     9962    0.065    0.000    0.212    0.000 core.py:2978(__array_finalize__)
      119    0.007    0.000    0.024    0.000 colors.py:582(_create_lookup_table)
     1955    0.006    0.000    0.041    0.000 core.py:1555(make_mask)
      119    0.003    0.000    0.050    0.000 colors.py:2301(inverse)
       34    0.000    0.000    0.000    0.000 Image.py:571(_new)
     2805    0.020    0.000    0.070    0.000 path.py:347(iter_segments)
       17    0.000    0.000    0.002    0.000 Image.py:3151(frombuffer)
      561    0.002    0.000    0.020    0.000 core.py:4624(ravel)
       34    0.000    0.000    0.000    0.000 Image.py:885(load)
       17    0.000    0.000    0.001    0.000 Image.py:3053(new)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
       38    0.001    0.000    0.003    0.000 cloudpickle.py:707(_function_getstate)
      172    0.002    0.000    0.006    0.000 queue.py:122(put)
      119    0.001    0.000    0.008    0.000 transforms.py:1719(set)
       68    0.001    0.000    0.004    0.000 path.py:794(unit_regular_star)
      119    0.001    0.000    0.005    0.000 colors.py:2331(autoscale_None)
     9605    0.039    0.000    0.393    0.000 transforms.py:1472(transform)
    97832    0.038    0.000    0.038    0.000 multiarray.py:153(concatenate)
    88304    0.139    0.000    0.229    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
  3235804    4.999    0.000   27.325    0.000 fromnumeric.py:2322(any)
  1623706    2.400    0.000   12.298    0.000 fromnumeric.py:2421(all)
     7314    0.006    0.000    0.043    0.000 _methods.py:55(_any)
    17017    0.024    0.000    0.124    0.000 fromnumeric.py:2692(max)
  3251239    4.419    0.000   22.534    0.000 fromnumeric.py:2836(min)
      143    0.001    0.000    0.005    0.000 fromnumeric.py:2979(prod)
     7225    0.006    0.000    0.045    0.000 _methods.py:61(_all)
       63    0.000    0.000    0.022    0.000 arrayprint.py:780(_formatArray)
       32    0.000    0.000    0.000    0.000 arrayprint.py:898(_none_or_positive_arg)
     4080    0.027    0.000    0.047    0.000 shape_base.py:292(hstack)
       63    0.001    0.000    0.040    0.001 arrayprint.py:506(wrapper)
  4851330    9.959    0.000   44.181    0.000 fromnumeric.py:2177(sum)
      119    0.000    0.000    0.001    0.000 fromnumeric.py:1332(searchsorted)
  6576943    8.911    0.000   61.174    0.000 fromnumeric.py:2100(clip)
    24939    0.014    0.000    0.087    0.000 _methods.py:39(_amax)
     2040    0.003    0.000    0.036    0.000 fromnumeric.py:2512(cumsum)
    21879    0.015    0.000    0.126    0.000 _methods.py:43(_amin)
      408    0.000    0.000    0.003    0.000 _methods.py:47(_sum)
       32    0.000    0.000    0.015    0.000 arrayprint.py:411(<lambda>)
      518    0.000    0.000    0.000    0.000 arrayprint.py:1241(__call__)
     4196    0.003    0.000    0.006    0.000 numerictypes.py:283(issubclass_)
      102    0.000    0.000    0.001    0.000 numerictypes.py:434(__getitem__)
      104    0.000    0.000    0.000    0.000 numerictypes.py:229(obj2sctype)
     1088    0.031    0.000    0.070    0.000 numeric.py:2330(within_tol)
      529    0.001    0.000    0.003    0.000 pickle.py:316(_getattribute)
      884    0.003    0.000    0.012    0.000 fromnumeric.py:2593(ptp)
      527    0.004    0.000    0.005    0.000 numeric.py:67(zeros_like)
  6601763    8.665    0.000   52.533    0.000 fromnumeric.py:53(_wrapfunc)
     4080    0.011    0.000    0.178    0.000 function_base.py:2367(__call__)
      527    0.000    0.000    0.000    0.000 numeric.py:63(_zeros_like_dispatcher)
     8908    0.002    0.000    0.002    0.000 shape_base.py:19(_atleast_1d_dispatcher)
     4080    0.001    0.000    0.001    0.000 numeric.py:337(_full_like_dispatcher)
       16    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
       22    0.000    0.000    0.002    0.000 _methods.py:204(_std)
     4080    0.020    0.000    0.026    0.000 twodim_base.py:234(diag)
   517854    0.124    0.000    0.125    0.000 fromnumeric.py:1980(shape)
       16    0.000    0.000    0.000    0.000 shape_base.py:219(vstack)
      187    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
      884    0.004    0.000    0.009    0.000 _methods.py:218(_ptp)
      814    0.001    0.000    0.002    0.000 arrayprint.py:984(<genexpr>)
        2    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
     2040    0.001    0.000    0.001    0.000 type_check.py:120(real)
      334    0.000    0.000    0.001    0.000 numeric.py:1855(isscalar)
     1444    0.003    0.000    0.011    0.000 _ufunc_config.py:435(__exit__)
     1443    0.001    0.000    0.001    0.000 _ufunc_config.py:426(__init__)
       34    0.000    0.000    0.001    0.000 fromnumeric.py:537(swapaxes)
     4488    0.004    0.000    0.019    0.000 fromnumeric.py:1881(nonzero)
     2176    0.003    0.000    0.022    0.000 fromnumeric.py:3269(round)
       31    0.000    0.000    0.000    0.000 arrayprint.py:409(<lambda>)
    74763    0.525    0.000    4.568    0.000 fromnumeric.py:3385(mean)
       22    0.000    0.000    0.003    0.000 fromnumeric.py:3513(std)
    53275    0.297    0.000    6.016    0.000 fromnumeric.py:3654(var)
       63    0.000    0.000    0.042    0.001 arrayprint.py:1595(_array_str_implementation)
     4080    0.024    0.000    0.026    0.000 numeric.py:341(full_like)
        4    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        2    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 __init__.py:396(__getitem__)
     1088    0.000    0.000    0.000    0.000 numeric.py:2245(_isclose_dispatcher)
    15963    0.004    0.000    0.004    0.000 fromnumeric.py:195(_reshape_dispatcher)
       34    0.000    0.000    0.000    0.000 fromnumeric.py:533(_swapaxes_dispatcher)
      119    0.000    0.000    0.000    0.000 fromnumeric.py:1328(_searchsorted_dispatcher)
     8160    0.002    0.000    0.002    0.000 fromnumeric.py:1764(_ravel_dispatcher)
     4488    0.001    0.000    0.001    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
   517854    0.107    0.000    0.107    0.000 fromnumeric.py:1976(_shape_dispatcher)
  6576943    1.533    0.000    1.533    0.000 fromnumeric.py:2096(_clip_dispatcher)
  4851330    1.348    0.000    1.348    0.000 fromnumeric.py:2172(_sum_dispatcher)
  3235804    0.905    0.000    0.905    0.000 fromnumeric.py:2317(_any_dispatcher)
  1623706    0.463    0.000    0.463    0.000 fromnumeric.py:2416(_all_dispatcher)
     2040    0.001    0.000    0.001    0.000 fromnumeric.py:2508(_cumsum_dispatcher)
      884    0.000    0.000    0.000    0.000 fromnumeric.py:2589(_ptp_dispatcher)
    17017    0.004    0.000    0.004    0.000 fromnumeric.py:2687(_max_dispatcher)
  3251239    0.769    0.000    0.769    0.000 fromnumeric.py:2831(_min_dispatcher)
      143    0.000    0.000    0.000    0.000 fromnumeric.py:2974(_prod_dispatcher)
      187    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
     2176    0.001    0.000    0.001    0.000 fromnumeric.py:3265(_round_dispatcher)
    74763    0.035    0.000    0.035    0.000 fromnumeric.py:3380(_mean_dispatcher)
       22    0.000    0.000    0.000    0.000 fromnumeric.py:3508(_std_dispatcher)
    53275    0.025    0.000    0.025    0.000 fromnumeric.py:3649(_var_dispatcher)
  6576943   20.997    0.000   20.997    0.000 _methods.py:90(_clip)
     1300    0.003    0.000    0.004    0.000 arrayprint.py:739(_extendLine)
      814    0.001    0.000    0.004    0.000 arrayprint.py:989(<genexpr>)
      814    0.000    0.000    0.001    0.000 arrayprint.py:993(<genexpr>)
      814    0.000    0.000    0.001    0.000 arrayprint.py:994(<genexpr>)
       31    0.000    0.000    0.000    0.000 arrayprint.py:1236(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        4    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        4    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
     4148    0.006    0.000    0.008    0.000 linalg.py:135(_makearray)
        4    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       34    0.000    0.000    0.000    0.000 shape_base.py:1257(<genexpr>)
      680    0.001    0.000    0.005    0.000 getlimits.py:612(tiny)
     2040    0.011    0.000    0.013    0.000 type_check.py:246(isreal)
      187    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
     2040    0.000    0.000    0.000    0.000 type_check.py:116(_real_dispatcher)
     2040    0.000    0.000    0.000    0.000 type_check.py:162(_imag_dispatcher)
     2040    0.000    0.000    0.000    0.000 type_check.py:205(_is_type_dispatcher)
      527    0.000    0.000    0.000    0.000 getlimits.py:696(min)
        3    0.000    0.000    0.060    0.020 platform.py:322(_wmi_query)
        1    0.000    0.000    0.000    0.000 platform.py:552(system_alias)
     4148    0.003    0.000    0.003    0.000 linalg.py:203(_assert_stacked_2d)
     4148    0.003    0.000    0.003    0.000 linalg.py:209(_assert_stacked_square)
     4080    0.011    0.000    0.042    0.000 linalg.py:215(_assert_finite)
        2    0.000    0.000    0.023    0.012 platform.py:867(__iter__)
     2754    0.002    0.000    0.004    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
     4080    0.022    0.000    0.036    0.000 function_base.py:5563(append)
      102    0.000    0.000    0.000    0.000 core.py:220(_get_dtype_of)
     3774    0.021    0.000    0.023    0.000 stride_tricks.py:416(_broadcast_shape)
     3774    0.026    0.000    0.120    0.000 stride_tricks.py:480(broadcast_arrays)
        2    0.000    0.000    0.037    0.018 platform.py:447(win32_ver)
     3536    0.004    0.000    0.023    0.000 core.py:587(filled)
      561    0.003    0.000    4.830    0.009 core.py:6870(__call__)
        6    0.000    0.000    0.000    0.000 ufunclike.py:14(_dispatcher)
    10608    0.006    0.000    0.006    0.000 stride_tricks.py:542(<genexpr>)
    57147    0.034    0.000    0.057    0.000 function_base.py:348(iterable)
    12240    0.005    0.000    0.005    0.000 function_base.py:2405(<genexpr>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:71(isposinf)
        3    0.000    0.000    0.000    0.000 ufunclike.py:142(isneginf)
       68    0.010    0.000    0.011    0.000 linalg.py:492(inv)
     1615    0.001    0.000    0.002    0.000 core.py:3234(_scalar_heuristic)
     2040    0.002    0.000    0.002    0.000 type_check.py:166(imag)
        1    0.000    0.000    0.023    0.023 platform.py:802(get)
      153    0.001    0.000    0.006    0.000 core.py:4686(reshape)
     4284    0.055    0.000    0.071    0.000 shape_base.py:612(column_stack)
     4148    0.001    0.000    0.001    0.000 linalg.py:488(_unary_dispatcher)
     4080    0.001    0.000    0.001    0.000 twodim_base.py:230(_diag_dispatcher)
     3774    0.001    0.000    0.001    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
     4148    0.004    0.000    0.004    0.000 linalg.py:130(get_linalg_error_extobj)
    12376    0.006    0.000    0.008    0.000 linalg.py:140(isComplexType)
     8228    0.006    0.000    0.009    0.000 linalg.py:153(_realType)
     5610    0.002    0.000    0.002    0.000 stride_tricks.py:345(<genexpr>)
       15    0.000    0.000    0.000    0.000 platform.py:333(<genexpr>)
     1564    0.001    0.000    0.001    0.000 arraysetops.py:125(_unpack_tuple)
     3815    0.008    0.000    0.010    0.000 platform.py:985(system)
       15    0.000    0.000    0.000    0.000 platform.py:1013(version)
        3    0.000    0.000    0.000    0.000 platform.py:1022(machine)
     1581    0.001    0.000    0.001    0.000 arraysetops.py:630(<genexpr>)
   162052    0.109    0.000    0.431    0.000 function_base.py:873(copy)
     4284    0.004    0.000    0.011    0.000 shape_base.py:608(_column_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 platform.py:843(_unknown_as_blank)
        2    0.000    0.000    0.000    0.000 platform.py:1145(python_implementation)
       18    0.000    0.000    0.000    0.000 platform.py:1157(python_version)
   162052    0.040    0.000    0.040    0.000 function_base.py:869(_copy_dispatcher)
      204    0.000    0.000    0.000    0.000 function_base.py:1320(_diff_dispatcher)
       51    0.000    0.000    0.000    0.000 function_base.py:5006(_meshgrid_dispatcher)
     4080    0.001    0.000    0.001    0.000 function_base.py:5559(_append_dispatcher)
        1    0.000    0.000    0.023    0.023 platform.py:807(get_win32)
     1037    0.003    0.000    0.004    0.000 core.py:671(getdata)
      187    0.004    0.000    0.071    0.000 core.py:2332(masked_invalid)
      680    0.001    0.000    0.003    0.000 colors.py:815(__copy__)
       15    0.000    0.000    0.000    0.000 platform.py:331(<genexpr>)
        4    0.000    0.000    0.000    0.000 platform.py:455(<genexpr>)
       10    0.000    0.000    0.000    0.000 platform.py:600(<genexpr>)
        1    0.000    0.000    0.023    0.023 platform.py:863(processor)
      527    0.003    0.000    0.069    0.000 arraysetops.py:766(isin)
   518840    1.117    0.000    3.789    0.000 core.py:1424(getmaskarray)
      102    0.000    0.000    0.000    0.000 core.py:1816(_check_mask_axis)
       17    0.000    0.000    0.000    0.000 shape_base.py:727(_array_split_dispatcher)
      119    0.000    0.000    0.001    0.000 core.py:644(get_masked_subclass)
       17    0.000    0.000    0.000    0.000 shape_base.py:1181(_tile_dispatcher)
     4080    0.001    0.000    0.001    0.000 polynomial.py:168(_roots_dispatcher)
     1564    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
      782    0.000    0.000    0.000    0.000 arraysetops.py:368(_intersect1d_dispatcher)
      527    0.000    0.000    0.000    0.000 arraysetops.py:519(_in1d_dispatcher)
      527    0.000    0.000    0.000    0.000 arraysetops.py:761(_isin_dispatcher)
      153    0.000    0.000    0.000    0.000 core.py:783(is_string_or_list_of_strings)
   517803    0.440    0.000    1.998    0.000 core.py:1644(make_mask_none)
      119    0.000    0.000    0.000    0.000 core.py:4083(_delegate_binop)
       19    0.002    0.000    0.003    0.000 rcsetup.py:272(validate_backend)
      102    0.000    0.000    0.001    0.000 core.py:287(_scalar_fill_value)
     1955    0.002    0.000    0.015    0.000 core.py:1545(_shrink_mask)
     8262    0.006    0.000    0.011    0.000 core.py:3692(_get_data)
      119    0.000    0.000    0.011    0.000 core.py:4244(__mul__)
     5593    0.005    0.000    0.010    0.000 core.py:6677(is_masked)
   523617    0.673    0.000    0.930    0.000 core.py:1315(_replace_dtype_fields)
      561    0.002    0.000    4.535    0.008 core.py:8253(asanyarray)
     1564    0.001    0.000    0.003    0.000 colors.py:207(_sanitize_extrema)
     3961    0.007    0.000    0.043    0.000 colors.py:243(_check_color_like)
        1    0.000    0.000    0.000    0.000 registry.py:95(_backend_module_name)
       34    0.000    0.000    0.000    0.000 Image.py:3034(_check_size)
      102    0.000    0.000    0.002    0.000 core.py:285(_extremum_fill_value)
      102    0.000    0.000    0.001    0.000 core.py:199(_recursive_fill_value)
       51    0.000    0.000    0.002    0.000 core.py:2571(wrapped_method)
   545802    0.311    0.000    0.311    0.000 core.py:3417(dtype)
     8653    0.006    0.000    0.006    0.000 core.py:3433(shape)
       51    0.000    0.000    0.001    0.000 core.py:299(minimum_fill_value)
       51    0.000    0.000    0.001    0.000 core.py:350(maximum_fill_value)
   523617    0.269    0.000    1.199    0.000 core.py:1329(make_mask_descr)
   541501    0.221    0.000    0.348    0.000 core.py:1362(getmask)
      986    0.001    0.000    0.004    0.000 core.py:3526(mask)
     2278    0.007    0.000    0.087    0.000 core.py:6660(array)
      561    0.002    0.000    0.027    0.000 core.py:8204(asarray)
      680    0.001    0.000    0.004    0.000 colors.py:998(copy)
       96    0.001    0.000    0.517    0.005 PngImagePlugin.py:1082(putchunk)
      221    0.003    0.000    0.007    0.000 transforms.py:479(anchored)
     1173    0.001    0.000    0.003    0.000 core.py:3516(mask)
     3961    0.006    0.000    0.035    0.000 colors.py:224(is_color_like)
       17    0.000    0.000    0.018    0.001 Image.py:637(_ensure_mutable)
       51    0.000    0.000    0.001    0.000 core.py:3437(shape)
       51    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
      204    0.001    0.000    0.084    0.000 colors.py:717(__call__)
       51    0.000    0.000    0.000    0.000 Image.py:543(__init__)
       17    0.000    0.000    0.018    0.001 Image.py:631(_copy)
        5    0.000    0.000    0.000    0.000 Image.py:3607(register_open)
      113    0.003    0.000    0.005    0.000 colors.py:325(_to_rgba_no_colorcycle)
     1972    0.025    0.000    0.084    0.000 colors.py:419(to_rgba_array)
        1    0.000    0.000    0.000    0.000 path.py:840(circle)
       17    0.000    0.000    0.000    0.000 PngImagePlugin.py:329(add_text)
      119    0.002    0.000    0.010    0.000 core.py:1010(__call__)
4420/4403    0.016    0.000    0.095    0.000 transforms.py:1108(get_points)
     5270    0.053    0.000    0.105    0.000 artist.py:179(__init__)
      816    0.008    0.000    0.153    0.000 artist.py:784(set_clip_path)
     3043    0.023    0.000    0.056    0.000 artist.py:1167(update_from)
     1190    0.050    0.000    1.413    0.001 path.py:607(get_extents)
       17    0.001    0.000    1.454    0.086 Image.py:2481(save)
      247    0.000    0.000    0.000    0.000 transforms.py:2421(transform_path_non_affine)
     3468    0.010    0.000    0.062    0.000 transforms.py:2766(_revalidate)
     9665    0.010    0.000    0.036    0.000 transforms.py:2412(transform_non_affine)
      697    0.006    0.000    0.065    0.000 transforms.py:1418(__sub__)
       17    0.001    0.000    1.394    0.082 PngImagePlugin.py:1250(_save)
        1    0.000    0.000    0.000    0.000 zetazeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:96(init_builtins)
    31909    0.197    0.000    0.197    0.000 {built-in method matplotlib._path.affine_transform}
      255    0.006    0.000    0.006    0.000 {built-in method matplotlib._path.cleanup_path}
      612    0.044    0.000    0.045    0.000 {built-in method matplotlib._path.update_path_extents}
       34    0.002    0.000    0.002    0.000 {built-in method matplotlib._path.is_sorted_and_has_non_nan}
      884    0.016    0.000    0.048    0.000 ticker.py:785(_set_order_of_magnitude)
      408    0.021    0.000    0.135    0.000 ticker.py:2159(_raw_ticks)
       34    0.000    0.000    0.001    0.000 artist.py:220(remove)
      986    0.023    0.000    0.328    0.000 transforms.py:641(union)
     5202    0.022    0.000    0.036    0.000 transforms.py:2040(scale)
      646    0.002    0.000    0.007    0.000 transforms.py:2452(__init__)
    11934    0.006    0.000    0.018    0.000 transforms.py:2248(get_affine)
      714    0.009    0.000    0.019    0.000 transforms.py:2837(nonsingular)
      108    0.001    0.000    0.004    0.000 __init__.py:299(loads)
12420/7110    0.011    0.000    0.018    0.000 encoder.py:334(_iterencode_dict)
     6959    0.029    0.000    0.176    0.000 path.py:99(__init__)
      612    0.004    0.000    0.050    0.000 transforms.py:849(update_from_path)
       85    0.002    0.000    0.006    0.000 ticker.py:2095(_validate_steps)
14722/14212    0.140    0.000    0.858    0.000 artist.py:1188(_update_props)
       38    0.000    0.000    0.000    0.000 cloudpickle.py:338(_find_imported_submodules)
        4    0.000    0.000    0.000    0.000 queue.py:34(__init__)
     2550    0.120    0.000    0.921    0.000 bezier.py:283(axis_aligned_extrema)
       17    0.000    0.000    0.000    0.000 colorizer.py:161(_pass_image_data)
     7110    0.004    0.000    0.023    0.000 encoder.py:414(_iterencode)
      238    0.001    0.000    0.003    0.000 artist.py:1032(_set_alpha_for_array)
      493    0.004    0.000    0.037    0.000 artist.py:872(_fully_clipped_to_axes)
        3    0.000    0.000    0.000    0.000 socket.py:304(makefile)
      240    0.000    0.000    0.001    0.000 encoder.py:278(_iterencode_list)
    94833    1.964    0.000    2.240    0.000 encoder.py:205(iterencode)
  175/173    0.003    0.000    0.725    0.004 queue.py:154(get)
       17    0.000    0.000    0.001    0.000 colorizer.py:249(set_clim)
       38    0.001    0.000    0.001    0.000 cloudpickle.py:821(_code_reduce)
       38    0.001    0.000    0.001    0.000 cloudpickle.py:1268(_function_getnewargs)
      529    0.002    0.000    0.012    0.000 cloudpickle.py:237(_should_pickle_by_reference)
     1088    0.027    0.000    0.043    0.000 collections.py:981(set_sizes)
     8320    0.052    0.000    0.093    0.000 _tensor.py:1083(__len__)
        1    0.012    0.012    0.013    0.013 seeding.py:9(np_random)
       11    0.000    0.000    0.000    0.000 __init__.py:728(search)
       17    0.000    0.000    0.000    0.000 legend.py:1085(set_bbox_to_anchor)
       85    0.001    0.000    0.002    0.000 legend_handler.py:444(get_sizes)
      187    0.013    0.000    5.209    0.028 _axes.py:4779(scatter)
        3    0.002    0.001    0.024    0.008 _config_module.py:81(get_assignments_with_compile_ignored_comments)
       17    0.012    0.001    0.051    0.003 figure.py:2464(__init__)
      544    0.002    0.000    0.006    0.000 colors.py:2141(__init__)
      408    0.000    0.000    0.001    0.000 ticker.py:1696(raise_if_exceeds)
     1479    0.004    0.000    0.005    0.000 transforms.py:129(__getstate__)
      255    0.001    0.000    0.004    0.000 transforms.py:790(null)
      187    0.003    0.000    0.025    0.000 extras.py:287(__call__)
       19    0.000    0.000    0.000    0.000 registry.py:202(is_valid_backend)
       17    0.000    0.000    0.022    0.001 Image.py:348(preinit)
      850    0.004    0.000    0.020    0.000 transforms.py:1087(__init__)
31909/31892    0.059    0.000    0.294    0.000 transforms.py:1848(transform_affine)
        1    0.000    0.000    0.006    0.006 registry.py:302(load_backend_module)
    26775    0.029    0.000    0.069    0.000 colors.py:219(_is_nth_color)
      221    0.000    0.000    0.000    0.000 colors.py:237(_has_alpha_channel)
       17    0.000    0.000    0.008    0.000 colors.py:1218(_init)
      816    0.001    0.000    0.001    0.000 ticker.py:2017(closeto)
     1479    0.003    0.000    0.003    0.000 transforms.py:134(__setstate__)
       34    0.000    0.000    0.000    0.000 colors.py:93(get_named_colors_mapping)
       64    0.000    0.000    0.000    0.000 colors.py:358(<genexpr>)
       48    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
       50    0.000    0.000    0.000    0.000 colors.py:414(<genexpr>)
   102/85    0.000    0.000    0.267    0.003 colors.py:2207(_changed)
      272    0.000    0.000    0.000    0.000 colors.py:2345(scaled)
      192    0.000    0.000    0.001    0.000 PngImagePlugin.py:147(_crc32)
        5    0.000    0.000    0.000    0.000 Image.py:3627(register_mime)
        5    0.000    0.000    0.000    0.000 Image.py:3642(register_save)
        1    0.000    0.000    0.000    0.000 Image.py:3655(register_save_all)
     1683    0.001    0.000    0.001    0.000 colors.py:2175(vmin)
     1632    0.001    0.000    0.001    0.000 colors.py:2186(vmax)
      510    0.000    0.000    0.000    0.000 colors.py:2197(clip)
       51    0.000    0.000    0.000    0.000 Image.py:563(size)
       68    0.000    0.000    0.000    0.000 Image.py:567(mode)
        3    0.000    0.000    0.000    0.000 Image.py:3701(register_decoder)
      260    0.000    0.000    0.001    0.000 _binary.py:111(o32be)
       17    0.000    0.000    0.000    0.000 Image.py:449(_getencoder)
      408    0.004    0.000    0.005    0.000 ticker.py:1984(scale_range)
7905/7837    0.005    0.000    0.015    0.000 transforms.py:2590(get_matrix)
       85    0.001    0.000    0.032    0.000 ticker.py:452(__init__)
      408    0.002    0.000    0.149    0.000 ticker.py:2232(tick_values)
      323    0.001    0.000    0.005    0.000 transforms.py:2275(__init__)
13039/10574    0.106    0.000    0.227    0.000 transforms.py:2431(get_affine)
      952    0.000    0.000    0.002    0.000 transforms.py:2644(get_matrix)
        2    0.000    0.000    0.000    0.000 Image.py:3680(register_extensions)
  238/119    0.000    0.000    0.267    0.002 colors.py:2179(vmin)
  238/187    0.000    0.000    0.141    0.001 colors.py:2190(vmax)
       12    0.000    0.000    0.000    0.000 Image.py:3669(register_extension)
    10064    0.017    0.000    0.052    0.000 ticker.py:552(_format_maybe_minus_and_locale)
      731    0.001    0.000    0.012    0.000 transforms.py:1869(inverted)
     4913    0.015    0.000    0.046    0.000 transforms.py:2341(__init__)
      629    0.004    0.000    0.004    0.000 transforms.py:2487(get_matrix)
       68    0.000    0.000    0.000    0.000 __init__.py:334(__len__)
      476    0.001    0.000    0.009    0.000 cm.py:284(_ensure_cmap)
       17    0.000    0.000    0.000    0.000 _util.py:9(is_path)
       17    0.000    0.000    0.000    0.000 PngImagePlugin.py:279(__init__)
       17    0.000    0.000    0.000    0.000 PngImagePlugin.py:1096(__init__)
       17    0.000    0.000    0.000    0.000 PngImagePlugin.py:282(add)
       28    0.000    0.000    0.516    0.018 PngImagePlugin.py:1100(write)
       85    0.000    0.000    0.000    0.000 ticker.py:471(set_usetex)
      408    0.000    0.000    0.001    0.000 ticker.py:2002(__init__)
       85    0.002    0.000    0.002    0.000 scale.py:718(scale_factory)
    10064    0.011    0.000    0.035    0.000 ticker.py:246(fix_minus)
